"Season_Nest";"nest";"season";"ringno";"session";"sx";"NI";"mean_incubation_duration";"Days_to_Hatch";"Incubation_Duration";"Partner_ringno";"Partner_NI";"Partner_Incubation";"t";"NI_plus"
"2019_101";"101";"2019";"50161";"incubation1";"f";43,18;"6273,4375";25;30;"48567";"48,94";"3356,81818181818";0,193548387096774;43,19
"2019_101";"101";"2019";"48567";"incubation1";"m";48,94;"3356,81818181818";25;30;"50161";"43,18";"6273,4375";0,193548387096774;48,95
"2019_101";"101";"2019";"50161";"incubation2";"f";1,08;"9931,81818181818";15;30;"48567";"7,09";"2792";0,516129032258065;1,09
"2019_101";"101";"2019";"48567";"incubation2";"m";7,09;"2792";15;30;"50161";"1,08";"9931,81818181818";0,516129032258065;7,1
"2019_101";"101";"2019";"50161";"incubation3";"f";2,21;"31562,5";5;30;"48567";"5,27";"32000";0,838709677419355;2,22
"2019_101";"101";"2019";"48567";"incubation3";"m";5,27;"32000";5;30;"50161";"2,21";"31562,5";0,838709677419355;5,28
"2019_113_10";"113_10";"2019";"50495";"incubation1";"f";35,11;"17068,75";23;27;"50135";"8,47";"8018,75";0,258064516129032;35,12
"2019_113_10";"113_10";"2019";"50135";"incubation1";"m";8,47;"8018,75";23;27;"50495";"35,11";"17068,75";0,258064516129032;8,48
"2019_113_10";"113_10";"2019";"50495";"incubation2";"f";0;"83625";11;27;"50135";"3,28";"50311,5";0,645161290322581;0,01
"2019_113_10";"113_10";"2019";"50135";"incubation2";"m";3,28;"50311,5";11;27;"50495";"0";"83625";0,645161290322581;3,29
"2019_113_10";"113_10";"2019";"50495";"incubation3";"f";0;"89475";2;27;"50135";"6,52";"25762,5";0,935483870967742;0,01
"2019_113_10";"113_10";"2019";"50135";"incubation3";"m";6,52;"25762,5";2;27;"50495";"0";"89475";0,935483870967742;6,53
"2019_14_6K";"14_6K";"2019";"50154";"incubation1";"f";5,18;"11584,375";24;29;"48518";"6,29";"10047,5";0,225806451612903;5,19
"2019_14_6K";"14_6K";"2019";"48518";"incubation1";"m";6,29;"10047,5";24;29;"50154";"5,18";"11584,375";0,225806451612903;6,3
"2019_14_6K";"14_6K";"2019";"50154";"incubation2";"f";1,08;"19231,25";14;29;"48518";"6,73";"26543,75";0,548387096774194;1,09
"2019_14_6K";"14_6K";"2019";"48518";"incubation2";"m";6,73;"26543,75";14;29;"50154";"1,08";"19231,25";0,548387096774194;6,74
"2019_14_6K";"14_6K";"2019";"50154";"incubation3";"f";30,78;"23362,5";2;29;"48518";"8,47";"20837,5";0,935483870967742;30,79
"2019_14_6K";"14_6K";"2019";"48518";"incubation3";"m";8,47;"20837,5";2;29;"50154";"30,78";"23362,5";0,935483870967742;8,48
"2019_D15_5";"D15_5";"2019";"26555";"incubation1";"f";25,73;"2723,64864864865";24;29;"55401";"7,17";"2919";0,225806451612903;25,74
"2019_D15_5";"D15_5";"2019";"55401";"incubation1";"m";7,17;"2919";24;29;"26555";"25,73";"2723,64864864865";0,225806451612903;7,18
"2019_D15_5";"D15_5";"2019";"26555";"incubation2";"f";0;"15637,5";14;29;"55401";"3,28";"41458,3333333333";0,548387096774194;0,01
"2019_D15_5";"D15_5";"2019";"55401";"incubation2";"m";3,28;"41458,3333333333";14;29;"26555";"0";"15637,5";0,548387096774194;3,29
"2019_D15_5";"D15_5";"2019";"26555";"incubation3";"f";0;"82225";4;29;"55401";"0";"46104,5";0,870967741935484;0,01
"2019_D15_5";"D15_5";"2019";"55401";"incubation3";"m";0;"46104,5";4;29;"26555";"0";"82225";0,870967741935484;0,01
"2019_D15_6";"D15_6";"2019";"43087";"incubation1";"f";4,3;"21405";24;29;"50209";"7,09";"9631,25";0,225806451612903;4,31
"2019_D15_6";"D15_6";"2019";"50209";"incubation1";"m";7,09;"9631,25";24;29;"43087";"4,3";"21405";0,225806451612903;7,1
"2019_D15_6";"D15_6";"2019";"43087";"incubation2";"f";29,8;"39131,5";11;29;"50209";"0";"22200";0,645161290322581;29,81
"2019_D15_6";"D15_6";"2019";"50209";"incubation2";"m";0;"22200";11;29;"43087";"29,8";"39131,5";0,645161290322581;0,01
"2019_D15_6";"D15_6";"2019";"43087";"incubation3";"f";1,08;"42075";2;29;"50209";"19,38";"40966,6666666667";0,935483870967742;1,09
"2019_D15_6";"D15_6";"2019";"50209";"incubation3";"m";19,38;"40966,6666666667";2;29;"43087";"1,08";"42075";0,935483870967742;19,39
"2019_IC";"IC";"2019";"50493";"incubation1";"f";5,21;"21375";23;29;"56605";"3,09";"5330,55555555556";0,258064516129032;5,22
"2019_IC";"IC";"2019";"56605";"incubation1";"m";3,09;"5330,55555555556";23;29;"50493";"5,21";"21375";0,258064516129032;3,1
"2019_IC";"IC";"2019";"50493";"incubation2";"f";0;"42625";15;29;"56605";"0";"32321,6666666667";0,516129032258065;0,01
"2019_IC";"IC";"2019";"56605";"incubation2";"m";0;"32321,6666666667";15;29;"50493";"0";"42625";0,516129032258065;0,01
"2019_IC";"IC";"2019";"50493";"incubation3";"f";0;"59575";4;29;"56605";"3,28";"41480,6666666667";0,870967741935484;0,01
"2019_IC";"IC";"2019";"56605";"incubation3";"m";3,28;"41480,6666666667";4;29;"50493";"0";"59575";0,870967741935484;3,29
"2019_K17_13";"K17_13";"2019";"55406";"incubation1";"f";1,08;"11265";24;29;"50496";"2,21";"8891,66666666667";0,225806451612903;1,09
"2019_K17_13";"K17_13";"2019";"50496";"incubation1";"m";2,21;"8891,66666666667";24;29;"55406";"1,08";"11265";0,225806451612903;2,22
"2019_K17_13";"K17_13";"2019";"55406";"incubation2";"f";0;"43591,6666666667";14;29;"50496";"0";"41450";0,548387096774194;0,01
"2019_K17_13";"K17_13";"2019";"50496";"incubation2";"m";0;"41450";14;29;"55406";"0";"43591,6666666667";0,548387096774194;0,01
"2019_K17_13";"K17_13";"2019";"55406";"incubation3";"f";0;"74150";5;29;"50496";"2,21";"42675";0,838709677419355;0,01
"2019_K17_13";"K17_13";"2019";"50496";"incubation3";"m";2,21;"42675";5;29;"55406";"0";"74150";0,838709677419355;2,22
"2019_K17_15";"K17_15";"2019";"50153";"incubation1";"f";6,73;"6916,16666666667";24;29;"50498";"12,06";"8145,45454545455";0,225806451612903;6,74
"2019_K17_15";"K17_15";"2019";"50498";"incubation1";"m";12,06;"8145,45454545455";24;29;"50153";"6,73";"6916,16666666667";0,225806451612903;12,07
"2019_K17_15";"K17_15";"2019";"50153";"incubation2";"f";0;"34662,5";14;29;"50498";"2,33";"27700";0,548387096774194;0,01
"2019_K17_15";"K17_15";"2019";"50498";"incubation2";"m";2,33;"27700";14;29;"50153";"0";"34662,5";0,548387096774194;2,34
"2019_K17_15";"K17_15";"2019";"50153";"incubation3";"f";0;"11205";5;29;"50498";"9,57";"17480";0,838709677419355;0,01
"2019_K17_15";"K17_15";"2019";"50498";"incubation3";"m";9,57;"17480";5;29;"50153";"0";"11205";0,838709677419355;9,58
"2019_W39";"W39";"2019";"50152";"incubation2";"f";0;"37400";12;27;"46028";"1,08";"20425";0,612903225806452;0,01
"2019_W39";"W39";"2019";"46028";"incubation2";"m";1,08;"20425";12;27;"50152";"0";"37400";0,612903225806452;1,09
"2019_W39B";"W39B";"2019";"50167";"incubation1";"f";3,02;"6825";24;28;"50327";"18,11";"3109,82142857143";0,225806451612903;3,03
"2019_W39B";"W39B";"2019";"50327";"incubation1";"m";18,11;"3109,82142857143";24;28;"50167";"3,02";"6825";0,225806451612903;18,12
"2019_W39B";"W39B";"2019";"50167";"incubation2";"f";1,08;"34333,3333333333";13;28;"50327";"12,47";"42337,5";0,580645161290323;1,09
"2019_W39B";"W39B";"2019";"50327";"incubation2";"m";12,47;"42337,5";13;28;"50167";"1,08";"34333,3333333333";0,580645161290323;12,48
"2019_W39B";"W39B";"2019";"50167";"incubation3";"f";5,65;"40966,6666666667";3;28;"50327";"8,34";"17137,5";0,903225806451613;5,66
"2019_W39B";"W39B";"2019";"50327";"incubation3";"m";8,34;"17137,5";3;28;"50167";"5,65";"40966,6666666667";0,903225806451613;8,35
"2019_W40";"W40";"2019";"43817";"incubation1";"f";7,25;"6518,75";24;29;"41260";"15,94";"4050";0,225806451612903;7,26
"2019_W40";"W40";"2019";"41260";"incubation1";"m";15,94;"4050";24;29;"43817";"7,25";"6518,75";0,225806451612903;15,95
"2019_W40";"W40";"2019";"43817";"incubation2";"f";0;"9675";14;29;"41260";"0";"39306,25";0,548387096774194;0,01
"2019_W40";"W40";"2019";"41260";"incubation2";"m";0;"39306,25";14;29;"43817";"0";"9675";0,548387096774194;0,01
"2019_W40";"W40";"2019";"43817";"incubation3";"f";3,28;"16512,5";2;29;"41260";"12,03";"7895";0,935483870967742;3,29
"2019_W40";"W40";"2019";"41260";"incubation3";"m";12,03;"7895";2;29;"43817";"3,28";"16512,5";0,935483870967742;12,04
"2019_W41J";"W41J";"2019";"44955";"incubation1";"f";25,31;"3458,82352941176";23;28;"26975";"33,23";"2374,52830188679";0,258064516129032;25,32
"2019_W41J";"W41J";"2019";"26975";"incubation1";"m";33,23;"2374,52830188679";23;28;"44955";"25,31";"3458,82352941176";0,258064516129032;33,24
"2019_W41J";"W41J";"2019";"44955";"incubation2";"f";11,53;"2489,77272727273";13;28;"26975";"22,17";"2219,20289855072";0,580645161290323;11,54
"2019_W41J";"W41J";"2019";"26975";"incubation2";"m";22,17;"2219,20289855072";13;28;"44955";"11,53";"2489,77272727273";0,580645161290323;22,18
"2019_W41J";"W41J";"2019";"44955";"incubation3";"f";0;"77125";2;28;"26975";"23,31";"5903,57142857143";0,935483870967742;0,01
"2019_W41J";"W41J";"2019";"26975";"incubation3";"m";23,31;"5903,57142857143";2;28;"44955";"0";"77125";0,935483870967742;23,32
"2019_W49";"W49";"2019";"50492";"incubation1";"f";0;"55875";23;27;"43858";"10,33";"36775";0,258064516129032;0,01
"2019_W49";"W49";"2019";"43858";"incubation1";"m";10,33;"36775";23;27;"50492";"0";"55875";0,258064516129032;10,34
"2019_W49";"W49";"2019";"50492";"incubation3";"f";0;"64413";2;27;"43858";"0";"90250";0,935483870967742;0,01
"2019_W49";"W49";"2019";"43858";"incubation3";"m";0;"90250";2;27;"50492";"0";"64413";0,935483870967742;0,01
"2020_101";"101";"2020";"50161";"incubation1";"f";2,13;"3388,04545454545";16;NA;"48567";"41,81";"5609,52";0,483870967741935;2,14
"2020_101";"101";"2020";"48567";"incubation1";"m";41,81;"5609,52";16;NA;"50161";"2,13";"3388,04545454545";0,483870967741935;41,82
"2020_101";"101";"2020";"50161";"incubation2";"f";0;"9177,5";8;NA;"48567";"10,73";"14174,9090909091";0,741935483870968;0,01
"2020_101";"101";"2020";"48567";"incubation2";"m";10,73;"14174,9090909091";8;NA;"50161";"0";"9177,5";0,741935483870968;10,74
"2020_113_10";"113_10";"2020";"56613";"incubation1";"f";0;"19980,1428571429";19;NA;"50135";"8,03";"10165,375";0,387096774193548;0,01
"2020_113_10";"113_10";"2020";"50135";"incubation1";"m";8,03;"10165,375";19;NA;"56613";"0";"19980,1428571429";0,387096774193548;8,04
"2020_113_10";"113_10";"2020";"56613";"incubation2";"f";0;"42473";11;NA;"50135";"0";"35307,3333333333";0,645161290322581;0,01
"2020_113_10";"113_10";"2020";"50135";"incubation2";"m";0;"35307,3333333333";11;NA;"56613";"0";"42473";0,645161290322581;0,01
"2020_113_10";"113_10";"2020";"56613";"incubation3";"f";0;"79598";4;NA;"50135";"5,54";"38015";0,870967741935484;0,01
"2020_113_10";"113_10";"2020";"50135";"incubation3";"m";5,54;"38015";4;NA;"56613";"0";"79598";0,870967741935484;5,55
"2020_113_1A";"113_1A";"2020";"50244";"incubation1";"f";0;"84807";10;NA;"55439";"0";"56049,5";0,67741935483871;0,01
"2020_113_1A";"113_1A";"2020";"55439";"incubation1";"m";0;"56049,5";10;NA;"50244";"0";"84807";0,67741935483871;0,01
"2020_113_1A";"113_1A";"2020";"50244";"incubation2";"f";16,02;"26578,3333333333";3;NA;"55439";"15,6";"55583,5";0,903225806451613;16,03
"2020_113_1A";"113_1A";"2020";"55439";"incubation2";"m";15,6;"55583,5";3;NA;"50244";"16,02";"26578,3333333333";0,903225806451613;15,61
"2020_113_41";"113_41";"2020";"44892";"incubation1";"f";20,95;"5346,76470588235";17;NA;"46155";"11,25";"10046,5454545455";0,451612903225806;20,96
"2020_113_41";"113_41";"2020";"46155";"incubation1";"m";11,25;"10046,5454545455";17;NA;"44892";"20,95";"5346,76470588235";0,451612903225806;11,26
"2020_113_41";"113_41";"2020";"44892";"incubation2";"f";11,19;"39948";9;NA;"46155";"83,32";"18921,3333333333";0,709677419354839;11,2
"2020_113_41";"113_41";"2020";"46155";"incubation2";"m";83,32;"18921,3333333333";9;NA;"44892";"11,19";"39948";0,709677419354839;83,33
"2020_113_41";"113_41";"2020";"44892";"incubation3";"f";32,64;"15898,3636363636";2;NA;"46155";"0";"16012";0,935483870967742;32,65
"2020_113_41";"113_41";"2020";"46155";"incubation3";"m";0;"16012";2;NA;"44892";"32,64";"15898,3636363636";0,935483870967742;0,01
"2020_11_58";"11_58";"2020";"55405";"incubation1";"f";0;"3178,54166666667";18;NA;"26937";"4,72";"12328,1";0,419354838709677;0,01
"2020_11_58";"11_58";"2020";"26937";"incubation1";"m";4,72;"12328,1";18;NA;"55405";"0";"3178,54166666667";0,419354838709677;4,73
"2020_11_58";"11_58";"2020";"55405";"incubation2";"f";1,08;"21401,3333333333";10;NA;"26937";"0,61";"22633,3333333333";0,67741935483871;1,09
"2020_11_58";"11_58";"2020";"26937";"incubation2";"m";0,61;"22633,3333333333";10;NA;"55405";"1,08";"21401,3333333333";0,67741935483871;0,62
"2020_11_58";"11_58";"2020";"55405";"incubation3";"f";41,67;"923,711538461538";2;NA;"26937";"1,9";"52147,3333333333";0,935483870967742;41,68
"2020_11_58";"11_58";"2020";"26937";"incubation3";"m";1,9;"52147,3333333333";2;NA;"55405";"41,67";"923,711538461538";0,935483870967742;1,91
"2020_12_16";"12_16";"2020";"50259";"incubation1";"f";13,99;"13754,8888888889";16;NA;"50138";"24,36";"8380,5";0,483870967741935;14
"2020_12_16";"12_16";"2020";"50138";"incubation1";"m";24,36;"8380,5";16;NA;"50259";"13,99";"13754,8888888889";0,483870967741935;24,37
"2020_12_16";"12_16";"2020";"50259";"incubation2";"f";0;"38853";8;NA;"50138";"8,61";"42423,6666666667";0,741935483870968;0,01
"2020_12_16";"12_16";"2020";"50138";"incubation2";"m";8,61;"42423,6666666667";8;NA;"50259";"0";"38853";0,741935483870968;8,62
"2020_14_24K";"14_24K";"2020";"55445";"incubation1";"f";0;"22725";13;NA;"50203";"7,98";"31069,5";0,580645161290323;0,01
"2020_14_24K";"14_24K";"2020";"50203";"incubation1";"m";7,98;"31069,5";13;NA;"55445";"0";"22725";0,580645161290323;7,99
"2020_14_24K";"14_24K";"2020";"55445";"incubation2";"f";0;"52445";5;NA;"50203";"0";"69562";0,838709677419355;0,01
"2020_14_24K";"14_24K";"2020";"50203";"incubation2";"m";0;"69562";5;NA;"55445";"0";"52445";0,838709677419355;0,01
"2020_14_6K";"14_6K";"2020";"50154";"incubation1";"f";16,28;"8191,11764705882";17;NA;"48518";"7,84";"6376,33333333333";0,451612903225806;16,29
"2020_14_6K";"14_6K";"2020";"48518";"incubation1";"m";7,84;"6376,33333333333";17;NA;"50154";"16,28";"8191,11764705882";0,451612903225806;7,85
"2020_14_6K";"14_6K";"2020";"50154";"incubation2";"f";11,63;"19076,2857142857";9;NA;"48518";"0,7";"26478";0,709677419354839;11,64
"2020_14_6K";"14_6K";"2020";"48518";"incubation2";"m";0,7;"26478";9;NA;"50154";"11,63";"19076,2857142857";0,709677419354839;0,71
"2020_14_6K";"14_6K";"2020";"50154";"incubation3";"f";14,35;"21546,5";2;NA;"48518";"4,5";"10307";0,935483870967742;14,36
"2020_14_6K";"14_6K";"2020";"48518";"incubation3";"m";4,5;"10307";2;NA;"50154";"14,35";"21546,5";0,935483870967742;4,51
"2020_D15_13";"D15_13";"2020";"50033";"incubation1";"f";15;"28978,4";16;NA;"35945";"34,19";"36768";0,483870967741935;15,01
"2020_D15_13";"D15_13";"2020";"35945";"incubation1";"m";34,19;"36768";16;NA;"50033";"15";"28978,4";0,483870967741935;34,2
"2020_D15_13";"D15_13";"2020";"50033";"incubation2";"f";34,1;"27657";8;NA;"35945";"0";"56805,5";0,741935483870968;34,11
"2020_D15_13";"D15_13";"2020";"35945";"incubation2";"m";0;"56805,5";8;NA;"50033";"34,1";"27657";0,741935483870968;0,01
"2020_D16_10";"D16_10";"2020";"55418";"incubation2";"f";0,08;"43124,5";5;NA;"48559";"0,27";"19408,3333333333";0,838709677419355;0,09
"2020_D16_10";"D16_10";"2020";"48559";"incubation2";"m";0,27;"19408,3333333333";5;NA;"55418";"0,08";"43124,5";0,838709677419355;0,28
"2020_D17_16";"D17_16";"2020";"50165";"incubation1";"f";19,34;"15869,4";14;NA;"50172";"10,36";"11484";0,548387096774194;19,35
"2020_D17_16";"D17_16";"2020";"50172";"incubation1";"m";10,36;"11484";14;NA;"50165";"19,34";"15869,4";0,548387096774194;10,37
"2020_D17_16";"D17_16";"2020";"50165";"incubation2";"f";4,6;"25624,2";6;NA;"50172";"0";"32141,5";0,806451612903226;4,61
"2020_D17_16";"D17_16";"2020";"50172";"incubation2";"m";0;"32141,5";6;NA;"50165";"4,6";"25624,2";0,806451612903226;0,01
"2020_D17_8";"D17_8";"2020";"50290";"incubation1";"f";4,94;"4280,2";17;NA;"48597";"9,92";"4010,66666666667";0,451612903225806;4,95
"2020_D17_8";"D17_8";"2020";"48597";"incubation1";"m";9,92;"4010,66666666667";17;NA;"50290";"4,94";"4280,2";0,451612903225806;9,93
"2020_D17_8";"D17_8";"2020";"50290";"incubation2";"f";0;"22019";9;NA;"48597";"2,21";"44590";0,709677419354839;0,01
"2020_D17_8";"D17_8";"2020";"48597";"incubation2";"m";2,21;"44590";9;NA;"50290";"0";"22019";0,709677419354839;2,22
"2020_D17_8";"D17_8";"2020";"50290";"incubation3";"f";0;"11433,3333333333";1;NA;"48597";"23,78";"16179,8";0,967741935483871;0,01
"2020_D17_8";"D17_8";"2020";"48597";"incubation3";"m";23,78;"16179,8";1;NA;"50290";"0";"11433,3333333333";0,967741935483871;23,79
"2020_K17_11";"K17_11";"2020";"55682";"incubation1";"f";0;"30609,5";11;NA;"46154";"0,13";"42037,3333333333";0,645161290322581;0,01
"2020_K17_11";"K17_11";"2020";"46154";"incubation1";"m";0,13;"42037,3333333333";11;NA;"55682";"0";"30609,5";0,645161290322581;0,14
"2020_K17_11";"K17_11";"2020";"55682";"incubation2";"f";0;"51273,5";3;NA;"46154";"0,27";"41262";0,903225806451613;0,01
"2020_K17_11";"K17_11";"2020";"46154";"incubation2";"m";0,27;"41262";3;NA;"55682";"0";"51273,5";0,903225806451613;0,28
"2020_K17_13";"K17_13";"2020";"55406";"incubation1";"f";0;"4515,375";20;NA;"50496";"5,29";"7203,4";0,354838709677419;0,01
"2020_K17_13";"K17_13";"2020";"50496";"incubation1";"m";5,29;"7203,4";20;NA;"55406";"0";"4515,375";0,354838709677419;5,3
"2020_K17_13";"K17_13";"2020";"55406";"incubation2";"f";0;"33164,5";12;NA;"50496";"4,56";"26250,4";0,612903225806452;0,01
"2020_K17_13";"K17_13";"2020";"50496";"incubation2";"m";4,56;"26250,4";12;NA;"55406";"0";"33164,5";0,612903225806452;4,57
"2020_K17_13";"K17_13";"2020";"55406";"incubation3";"f";0;"23967,25";5;NA;"50496";"2,12";"33647,6666666667";0,838709677419355;0,01
"2020_K17_13";"K17_13";"2020";"50496";"incubation3";"m";2,12;"33647,6666666667";5;NA;"55406";"0";"23967,25";0,838709677419355;2,13
"2020_K19_15";"K19_15";"2020";"43047";"incubation1";"f";0;"53625";11;NA;"55685";"0";"42551";0,645161290322581;0,01
"2020_K19_15";"K19_15";"2020";"55685";"incubation1";"m";0;"42551";11;NA;"43047";"0";"53625";0,645161290322581;0,01
"2020_K19_15";"K19_15";"2020";"43047";"incubation2";"f";0,98;"49155,3333333333";3;NA;"55685";"0";"27526";0,903225806451613;0,99
"2020_K19_15";"K19_15";"2020";"55685";"incubation2";"m";0;"27526";3;NA;"43047";"0,98";"49155,3333333333";0,903225806451613;0,01
"2020_K19_22";"K19_22";"2020";"55684";"incubation1";"f";0;"33200";11;NA;"48561";"1,31";"97989";0,645161290322581;0,01
"2020_K19_22";"K19_22";"2020";"48561";"incubation1";"m";1,31;"97989";11;NA;"55684";"0";"33200";0,645161290322581;1,32
"2020_K19_22";"K19_22";"2020";"55684";"incubation2";"f";0;"42718";4;NA;"48561";"0";"63504,5";0,870967741935484;0,01
"2020_K19_22";"K19_22";"2020";"48561";"incubation2";"m";0;"63504,5";4;NA;"55684";"0";"42718";0,870967741935484;0,01
"2020_K19_29";"K19_29";"2020";"55683";"incubation1";"f";6,97;"42262,3333333333";20;NA;"55686";"44,06";"17579,3333333333";0,354838709677419;6,98
"2020_K19_29";"K19_29";"2020";"55686";"incubation1";"m";44,06;"17579,3333333333";20;NA;"55683";"6,97";"42262,3333333333";0,354838709677419;44,07
"2020_K19_29";"K19_29";"2020";"55683";"incubation2";"f";0,84;"33981,6666666667";12;NA;"55686";"34,08";"53330,5";0,612903225806452;0,85
"2020_K19_29";"K19_29";"2020";"55686";"incubation2";"m";34,08;"53330,5";12;NA;"55683";"0,84";"33981,6666666667";0,612903225806452;34,09
"2020_K19_29";"K19_29";"2020";"55683";"incubation3";"f";20,23;"33196";5;NA;"55686";"17,2";"26625,3333333333";0,838709677419355;20,24
"2020_K19_29";"K19_29";"2020";"55686";"incubation3";"m";17,2;"26625,3333333333";5;NA;"55683";"20,23";"33196";0,838709677419355;17,21
"2020_K19_30";"K19_30";"2020";"46102";"incubation1";"f";0;"40355,6666666667";12;NA;"43065";"0";"67774";0,612903225806452;0,01
"2020_K19_30";"K19_30";"2020";"43065";"incubation1";"m";0;"67774";12;NA;"46102";"0";"40355,6666666667";0,612903225806452;0,01
"2020_K19_30";"K19_30";"2020";"46102";"incubation2";"f";0;"33258,6666666667";4;NA;"43065";"0";"56873";0,870967741935484;0,01
"2020_K19_30";"K19_30";"2020";"43065";"incubation2";"m";0;"56873";4;NA;"46102";"0";"33258,6666666667";0,870967741935484;0,01
"2020_K8";"K8";"2020";"55404";"incubation1";"f";14,55;"13724,1111111111";17;NA;"44931";"5,49";"12691,625";0,451612903225806;14,56
"2020_K8";"K8";"2020";"44931";"incubation1";"m";5,49;"12691,625";17;NA;"55404";"14,55";"13724,1111111111";0,451612903225806;5,5
"2020_K8";"K8";"2020";"55404";"incubation2";"f";0;"28740";9;NA;"44931";"1,06";"42760";0,709677419354839;0,01
"2020_K8";"K8";"2020";"44931";"incubation2";"m";1,06;"42760";9;NA;"55404";"0";"28740";0,709677419354839;1,07
"2020_K8";"K8";"2020";"55404";"incubation3";"f";14,81;"11999,1428571429";1;NA;"44931";"9,78";"17931,3333333333";0,967741935483871;14,82
"2020_K8";"K8";"2020";"44931";"incubation3";"m";9,78;"17931,3333333333";1;NA;"55404";"14,81";"11999,1428571429";0,967741935483871;9,79
"2020_W28N";"W28N";"2020";"26953";"incubation1";"f";0;"44097";15;NA;"46100";"1,4";"57548,6666666667";0,516129032258065;0,01
"2020_W28N";"W28N";"2020";"46100";"incubation1";"m";1,4;"57548,6666666667";15;NA;"26953";"0";"44097";0,516129032258065;1,41
"2020_W28N";"W28N";"2020";"26953";"incubation2";"f";0;"48851,5";7;NA;"46100";"0";"47913,5";0,774193548387097;0,01
